chr1	805529	805554	3.7871611
chr1	846482	846507	3.608266
chr1	847743	847768	-4.3777106
chr1	849515	849540	-3.7052091
chr1	872210	872235	6.3019146
chr1	884844	884869	3.7485061
chr1	891168	891193	-3.8270599
chr1	900399	900424	-4.7137076
chr1	901376	901401	-3.8322497
chr1	901612	901637	3.8341664
chr1	935431	935456	9.1438381
chr1	936156	936181	4.9295801
chr1	944716	944741	-3.8064307
chr1	946658	946683	-3.5451474
chr1	946850	946875	-4.0015732
chr1	946993	947018	-3.6225814
chr1	949319	949344	-12.1000593
chr1	949376	949401	-6.2681396
chr1	949561	949586	-6.7466875
chr1	949825	949850	-9.5502301
chr1	949868	949893	-10.1933048
chr1	950898	950923	-4.31323
chr1	958201	958226	4.1011485
chr1	958278	958303	4.6348619
chr1	960688	960713	4.2758532
chr1	967488	967513	-4.6115839
chr1	981149	981174	3.9852086
chr1	983361	983386	5.5544895
chr1	984310	984335	4.6753298
chr1	990316	990341	-4.267613
chr1	991460	991485	3.6166465
chr1	991542	991567	3.5817905
chr1	1017310	1017335	-3.5419181
chr1	1022569	1022594	-3.6069478
chr1	1028853	1028878	-4.19788
chr1	1073399	1073424	-3.9550303
chr1	1099538	1099563	-4.8776459
chr1	1101406	1101431	3.7022865
chr1	1102392	1102417	3.6244295
chr1	1104243	1104268	-3.5628633
chr1	1104341	1104366	-5.484975
chr1	1105244	1105269	3.8848991
chr1	1108747	1108772	-4.1243903
chr1	1110827	1110852	3.6570337
chr1	1114938	1114963	3.8517962
chr1	1115656	1115681	3.5527863
chr1	1133142	1133167	-4.3622057
chr1	1136357	1136382	-3.7934839
chr1	1144651	1144676	3.8540502
chr1	1149588	1149613	5.8954919
chr1	1150249	1150274	-3.6707258
chr1	1150385	1150410	-5.8892418
chr1	1150391	1150416	-7.6823537
chr1	1150911	1150936	-4.2811068
chr1	1152474	1152499	-10.7750246
chr1	1152555	1152580	-15.3766191
chr1	1152889	1152914	9.3206007
chr1	1153313	1153338	6.2308987
chr1	1154780	1154805	11.6850361
chr1	1155001	1155026	-10.0525323
chr1	1157468	1157493	-5.2663355
chr1	1157611	1157636	-3.7389552
chr1	1157612	1157637	6.1872489
chr1	1158008	1158033	4.8677389
chr1	1166751	1166776	3.7777519
chr1	1225194	1225219	-4.1632732
chr1	1226856	1226881	3.6287113
chr1	1227282	1227307	4.7001909
chr1	1239234	1239259	3.6689887
chr1	1241014	1241039	-6.421106
chr1	1241599	1241624	-4.877386
chr1	1242707	1242732	-3.7326158
chr1	1242924	1242949	3.9557517
chr1	1266443	1266468	-4.1474653
chr1	1266475	1266500	-6.3420597
chr1	1266479	1266504	-5.7458439
chr1	1266632	1266657	-4.4181116
chr1	1268444	1268469	4.9958508
chr1	1294604	1294629	-4.7269272
chr1	1294808	1294833	-5.5913125
chr1	1306873	1306898	4.032762
chr1	1307642	1307667	4.2715359
chr1	1335633	1335658	3.9924005
chr1	1368773	1368798	-3.6268443
chr1	1389863	1389888	-3.866572
chr1	1431432	1431457	4.4430028
chr1	1475118	1475143	-4.7093614
chr1	1475136	1475161	-3.7387622
chr1	1478097	1478122	-3.6931574
chr1	1534367	1534392	-4.6382483
chr1	1534441	1534466	6.1773464
chr1	1536028	1536053	4.168626
chr1	1536029	1536054	4.9048007
chr1	1546618	1546643	-11.0302894
chr1	1549590	1549615	8.0987455
chr1	1549674	1549699	-5.2528127
chr1	1549726	1549751	-7.2990382
chr1	1549793	1549818	5.3500916
chr1	1549958	1549983	-5.7987759
chr1	1551877	1551902	6.647334
chr1	1559130	1559155	5.5934555
chr1	1560506	1560531	-5.0683897
chr1	1560869	1560894	-7.1927572
chr1	1564349	1564374	19.6968129
chr1	1564352	1564377	18.4826069
chr1	1564457	1564482	18.9260508
chr1	1564847	1564872	16.4020763
chr1	1565000	1565025	17.6194557
chr1	1565002	1565027	18.7517074
chr1	1565516	1565541	8.9292469
chr1	1565831	1565856	-5.6521986
chr1	1565906	1565931	6.9121766
chr1	1566278	1566303	11.2090308
chr1	1566301	1566326	-11.1693908
chr1	1566835	1566860	-5.3620991
chr1	1567106	1567131	6.3186143
chr1	1567184	1567209	-3.5775948
chr1	1602560	1602585	-5.4497099
chr1	1602631	1602656	-3.5994978
chr1	1602716	1602741	3.788458
chr1	1606219	1606244	-8.4916061
chr1	1609478	1609503	4.1089375
chr1	1609947	1609972	4.2962846
chr1	1613631	1613656	-4.0312058
chr1	1613984	1614009	-3.58834
chr1	1615663	1615688	-6.6211705
chr1	1630967	1630992	6.4087753
chr1	1646857	1646882	3.6082902
chr1	1689585	1689610	-4.36025
chr1	1715014	1715039	4.119018
chr1	1774249	1774274	-6.8520273
chr1	1790144	1790169	-5.4291439
chr1	1886740	1886765	3.5856615
chr1	1886840	1886865	3.5996043
chr1	1897934	1897959	3.5567599
chr1	1959557	1959582	3.8978943
chr1	1978707	1978732	-4.9690242
chr1	2004090	2004115	4.3344733
chr1	2008485	2008510	4.0035767
chr1	2020797	2020822	-3.5903922
chr1	2028140	2028165	4.1277662
chr1	2036258	2036283	-5.4290972
chr1	2036373	2036398	-5.7207575
chr1	2036618	2036643	-5.1042454
chr1	2092453	2092478	-3.9975359
chr1	2099820	2099845	3.8466747
chr1	2100144	2100169	-3.7414997
chr1	2103130	2103155	-3.8500221
chr1	2109363	2109388	-4.0593598
chr1	2119525	2119550	4.6796315
chr1	2120960	2120985	5.6079373
chr1	2120966	2120991	5.0760651
chr1	2121276	2121301	5.4321102
chr1	2121424	2121449	5.2091732
chr1	2121448	2121473	4.8525438
chr1	2121651	2121676	-3.6942802
chr1	2162433	2162458	-3.5527462
chr1	2163447	2163472	-3.5942978
chr1	2164529	2164554	-3.8649878
chr1	2165506	2165531	-3.6691642
chr1	2166130	2166155	-5.2069276
